Timestamp,CarRoll,CarPitch,CarYaw,RollGrad,ax,ay,az,ForwardAccel,LateralAccel,HeaveAccel,PitchRate,RollRate,YawRate,qw,qx,qy,qz,ShockPot1,ShockPot2,BrakePressure
1970-01-01 00:00:45.160,-154.12,-85.06,138.94,19.24,7.14,-4.42,-14.76,-4.50,-4.42,5.65,-11.75,-71.96,29.77,0.61,-0.79,-0.01,0.04,61.17,0.73,156
1970-01-01 00:00:45.231,-133.72,-85.84,120.24,-13.06,-1.20,6.57,-8.82,-4.50,6.57,5.65,14.66,5.15,17.23,0.62,-0.78,0.01,0.04,61.36,0.61,160
1970-01-01 00:00:45.310,-121.06,-86.44,106.20,-154.74,-0.52,0.56,-13.38,-1.63,0.56,3.23,11.30,11.75,32.23,0.61,-0.79,0.01,0.03,61.29,0.67,155
1970-01-01 00:00:45.371,-121.06,-86.44,106.20,266.60,2.36,-0.32,-3.16,-1.63,-0.32,3.23,11.75,-16.34,34.02,0.61,-0.79,0.01,0.03,61.36,0.61,154
1970-01-01 00:00:45.450,-78.29,-85.21,63.14,-14.39,-9.02,5.92,-2.39,-2.36,5.92,3.61,1.23,-38.72,43.42,0.61,-0.79,0.04,0.02,61.11,0.61,155
1970-01-01 00:00:45.521,-78.29,-85.21,63.14,-36.72,-3.12,2.32,-11.09,-2.36,2.32,3.61,-13.76,11.19,-4.25,0.61,-0.79,0.04,0.02,61.17,0.67,161
1970-01-01 00:00:45.579,-78.29,-85.21,63.14,144.46,-3.96,-0.59,-10.39,-2.36,-0.59,3.61,-14.77,-16.11,-6.71,0.61,-0.79,0.04,0.02,61.11,0.67,159
1970-01-01 00:00:45.660,-49.27,-84.04,35.02,-54.06,1.05,1.55,-10.51,1.86,1.55,-2.21,-7.50,-28.20,21.82,0.61,-0.79,0.05,-0.00,61.23,0.67,154
1970-01-01 00:00:45.720,-49.27,-84.04,35.02,-27.48,1.05,1.55,-10.51,1.13,3.06,5.77,4.70,35.25,24.40,0.61,-0.79,0.05,-0.00,61.36,0.67,159
1970-01-01 00:00:45.800,-37.93,-82.38,24.23,16.74,-0.75,-4.92,-10.21,7.69,-4.92,-4.33,6.27,0.90,33.46,0.62,-0.78,0.06,-0.02,61.42,0.61,159
1970-01-01 00:00:45.860,-37.93,-82.38,24.23,5272.56,-1.01,-0.02,-13.19,7.69,-0.02,-4.33,14.10,-35.81,42.41,0.62,-0.78,0.06,-0.02,61.23,0.67,159
1970-01-01 00:00:45.941,-30.34,-77.63,16.29,-16.01,-0.67,4.85,-7.37,1.85,4.85,-0.55,8.84,15.55,7.61,0.61,-0.78,0.10,-0.04,61.17,0.67,159
1970-01-01 00:00:46.000,-30.34,-77.63,16.29,-27.19,-3.04,2.86,-9.93,1.85,2.86,-0.55,4.03,24.40,41.74,0.61,-0.78,0.10,-0.04,61.36,0.61,152
1970-01-01 00:00:46.082,-23.94,-72.10,10.13,-32.72,-3.77,2.20,-11.54,-5.63,2.20,4.20,3.13,9.51,28.54,0.61,-0.78,0.14,-0.07,61.29,0.61,163
1970-01-01 00:00:46.151,-22.70,-69.25,8.64,-322.32,-4.50,0.21,-10.01,-5.63,0.21,4.20,7.72,23.39,28.42,0.61,-0.78,0.16,-0.09,61.29,0.61,156
1970-01-01 00:00:46.211,-22.70,-69.25,8.64,41.61,-3.93,-1.66,-15.04,-5.63,-1.66,4.20,11.86,39.39,69.16,0.61,-0.78,0.16,-0.09,61.36,0.61,154
1970-01-01 00:00:46.291,-19.11,-63.35,6.38,-42.91,-3.12,1.48,-3.42,-4.78,1.48,-2.32,6.94,15.11,16.67,0.61,-0.76,0.19,-0.12,61.17,0.67,152
1970-01-01 00:00:46.361,-19.11,-63.35,6.38,-16.62,2.82,3.81,-12.43,5.15,3.81,-5.92,6.71,27.31,32.79,0.61,-0.76,0.19,-0.12,61.29,0.61,156
1970-01-01 00:00:46.422,-18.35,-59.14,5.42,88.54,-3.85,-0.67,-3.23,5.15,-0.67,-5.92,2.91,-41.07,38.38,0.60,-0.75,0.22,-0.15,61.36,0.67,159
1970-01-01 00:00:46.502,-18.76,-57.20,4.26,44.65,-4.54,-1.28,-11.39,-4.60,-1.28,-0.34,0.11,58.86,27.98,0.59,-0.76,0.24,-0.16,61.29,0.67,160
1970-01-01 00:00:46.571,-18.46,-53.97,3.96,-6.82,5.04,7.91,-11.88,-4.60,7.91,-0.34,6.49,8.06,42.75,0.58,-0.75,0.26,-0.17,61.23,0.67,156
1970-01-01 00:00:46.632,-18.28,-52.72,3.49,102.24,-1.39,-0.52,-11.92,-4.60,-0.52,-0.34,-5.93,-58.64,36.26,0.58,-0.75,0.26,-0.18,61.29,0.73,153
1970-01-01 00:00:46.711,-18.79,-50.17,3.63,32.35,-2.16,-1.55,-4.50,2.89,-1.55,-8.73,0.34,5.82,44.31,0.57,-0.75,0.28,-0.19,61.23,0.67,153
1970-01-01 00:00:46.771,-18.79,-50.17,3.63,-8.70,1.75,5.77,-11.50,2.89,5.77,-8.73,3.80,1.90,42.64,0.57,-0.75,0.28,-0.19,61.17,0.61,157
1970-01-01 00:00:46.852,-18.17,-47.07,2.20,10.93,-0.17,-4.31,-15.84,5.69,-4.31,-7.26,-12.98,-16.00,18.80,0.56,-0.74,0.30,-0.21,61.23,0.67,158
1970-01-01 00:00:46.921,-17.97,-45.30,2.72,-33.23,4.62,1.36,-11.70,5.69,1.36,-7.26,8.17,-0.78,36.15,0.56,-0.73,0.31,-0.22,61.36,0.61,156
1970-01-01 00:00:46.991,-17.60,-43.84,2.56,-15.15,-10.13,2.89,-7.71,5.69,2.89,-7.26,10.07,16.67,7.61,0.56,-0.73,0.32,-0.22,61.29,0.61,157
1970-01-01 00:00:47.061,-18.10,-42.24,2.55,-53.54,-0.94,0.79,-4.73,5.69,0.79,-7.26,3.80,25.40,27.08,0.55,-0.73,0.33,-0.23,61.17,0.67,172
1970-01-01 00:00:47.132,-18.16,-40.61,2.39,-28.25,5.27,1.44,-13.19,1.84,1.44,1.24,0.78,-2.35,28.98,0.55,-0.72,0.34,-0.24,61.42,0.67,154
1970-01-01 00:00:47.222,-19.28,-38.84,2.93,-11.99,1.36,3.24,-21.04,1.26,3.24,3.42,11.53,20.70,14.88,0.54,-0.72,0.36,-0.24,61.29,0.61,159
1970-01-01 00:00:47.331,-18.47,-35.10,2.79,204.20,4.58,-0.17,-8.98,-5.07,-0.17,1.08,-2.35,32.68,22.49,0.54,-0.71,0.38,-0.26,61.36,0.67,167
1970-01-01 00:00:47.411,-17.75,-32.32,1.74,37.61,0.52,-0.86,-12.00,1.35,-0.86,-0.54,-6.15,-23.39,45.55,0.53,-0.70,0.39,-0.28,61.23,0.67,158
1970-01-01 00:00:47.492,-18.12,-29.81,1.93,-6.15,-5.34,4.85,-8.59,-2.76,4.85,0.30,2.69,9.40,13.76,0.52,-0.69,0.41,-0.29,61.29,0.61,158
1970-01-01 00:00:47.551,-18.12,-29.81,1.93,-2.50,-1.47,11.93,-5.76,-2.76,11.93,0.30,8.06,43.08,2.24,0.52,-0.69,0.41,-0.29,61.36,0.61,156
1970-01-01 00:00:47.622,-17.91,-25.65,1.56,38.40,-0.79,-0.67,-10.39,-0.17,-0.67,2.80,-9.18,-58.97,63.11,0.51,-0.68,0.43,-0.31,61.23,0.67,157
1970-01-01 00:00:47.692,-17.54,-21.97,1.59,-17.63,2.01,1.25,-14.30,-0.17,1.25,2.80,11.53,-0.90,14.66,0.50,-0.66,0.46,-0.32,61.23,0.61,154
1970-01-01 00:00:47.762,-17.29,-20.01,1.25,8.49,-3.12,-2.36,-10.09,1.70,-2.36,-0.65,7.16,-11.75,54.27,0.49,-0.65,0.47,-0.33,61.36,0.67,158
1970-01-01 00:00:47.832,-17.73,-17.07,0.89,-2.96,-7.83,5.77,-8.40,1.70,5.77,-0.65,5.93,48.34,7.50,0.48,-0.65,0.48,-0.35,61.17,0.73,155
1970-01-01 00:00:47.902,-17.96,-15.41,0.62,17.15,-0.90,-0.90,-12.54,1.70,-0.90,-0.65,1.68,-11.30,35.03,0.47,-0.64,0.49,-0.35,61.29,0.67,158
1970-01-01 00:00:47.972,-17.60,-13.74,0.32,-8.24,2.89,1.67,-9.79,1.70,1.67,-0.65,-2.46,-34.36,33.80,0.47,-0.63,0.50,-0.36,61.36,0.67,152
1970-01-01 00:00:48.073,-16.92,-12.02,-0.13,17.00,4.70,-0.71,-15.34,-0.51,-0.71,4.10,3.92,42.75,12.87,0.46,-0.62,0.51,-0.38,61.42,0.67,161
1970-01-01 00:00:48.149,-16.98,-10.90,-0.30,-22.14,-6.61,1.17,-12.38,-3.82,0.49,-2.95,0.90,32.68,-5.48,0.46,-0.62,0.51,-0.38,61.11,0.67,162
1970-01-01 00:00:48.213,-17.65,-9.96,-0.41,30.72,-4.35,-0.32,-9.93,-3.82,-0.32,-2.95,9.96,-53.38,30.77,0.45,-0.62,0.52,-0.38,61.29,0.85,157
1970-01-01 00:00:48.292,-17.23,-7.49,0.70,-2.85,7.45,2.62,-15.03,13.64,2.62,-13.45,19.02,38.27,-9.74,0.45,-0.60,0.53,-0.39,61.29,0.61,160
1970-01-01 00:00:48.372,-16.85,-6.29,0.83,-3.07,-6.50,2.05,-5.99,7.20,2.05,1.52,-9.51,-51.14,47.67,0.45,-0.59,0.54,-0.39,61.29,0.79,155
1970-01-01 00:00:48.433,-16.85,-6.29,0.83,1.56,-3.66,-4.04,-14.53,7.20,-4.04,1.52,4.81,-10.07,51.92,0.45,-0.59,0.54,-0.39,61.36,0.67,155
1970-01-01 00:00:48.502,-16.78,-3.38,0.26,-2.41,-8.33,1.40,-11.01,7.20,1.40,1.52,4.36,35.59,-14.55,0.44,-0.58,0.55,-0.41,61.17,0.67,162
1970-01-01 00:00:48.572,-17.83,-2.14,-0.40,-0.63,1.75,3.39,-13.80,7.20,3.39,1.52,-10.52,2.57,40.29,0.42,-0.58,0.56,-0.41,61.17,0.67,150
1970-01-01 00:00:48.642,-17.60,-0.93,-0.42,-0.33,0.94,2.86,-9.36,7.20,2.86,1.52,-6.38,-38.83,6.27,0.42,-0.58,0.56,-0.42,61.29,0.61,163
1970-01-01 00:00:48.722,-17.40,0.47,0.83,0.21,-7.22,2.24,-15.64,1.40,2.24,1.46,7.39,-3.25,11.97,0.42,-0.56,0.58,-0.42,61.29,0.73,157
1970-01-01 00:00:48.792,-17.40,0.47,0.83,-0.14,0.29,-3.27,-13.23,1.40,-3.27,1.46,16.45,21.49,3.02,0.42,-0.56,0.58,-0.42,61.23,0.61,154
1970-01-01 00:00:48.862,-17.40,0.47,0.83,0.13,-5.50,3.55,-6.68,1.40,3.55,1.46,-0.45,-21.26,55.28,0.42,-0.56,0.58,-0.42,61.29,0.61,157
1970-01-01 00:00:48.921,-17.40,0.47,0.83,-0.10,-4.96,-4.46,-18.94,1.40,-4.46,1.46,4.59,-16.90,47.22,0.42,-0.56,0.58,-0.42,61.29,0.67,158
1970-01-01 00:00:48.983,-17.40,6.47,1.81,1.54,-3.27,4.20,-6.87,1.40,4.20,1.46,2.69,30.33,-11.86,0.40,-0.53,0.61,-0.43,61.29,0.73,148
1970-01-01 00:00:49.062,-17.72,7.55,1.68,5.54,3.36,1.36,-14.07,0.43,1.36,-1.62,3.36,-2.80,29.77,0.40,-0.53,0.61,-0.43,61.17,0.67,156
1970-01-01 00:00:49.133,-18.13,9.88,1.59,2.94,-1.51,3.36,-9.13,0.43,3.36,-1.62,-4.14,-32.68,10.52,0.38,-0.52,0.63,-0.44,61.42,0.67,158
1970-01-01 00:00:49.204,-18.06,11.43,1.60,-12.72,2.43,-0.90,-9.59,0.43,-0.90,-1.62,5.15,-6.04,31.33,0.38,-0.51,0.63,-0.45,61.23,0.73,164
1970-01-01 00:00:49.274,-18.50,12.29,1.29,37.45,-2.43,0.33,-12.96,2.09,0.33,3.43,-1.12,-36.15,50.92,0.37,-0.51,0.64,-0.45,61.36,0.67,156
1970-01-01 00:00:49.353,-18.27,14.34,0.93,3.24,-3.20,4.43,-4.73,1.04,4.43,9.50,2.57,6.49,-9.40,0.36,-0.49,0.64,-0.46,61.17,0.67,154
1970-01-01 00:00:49.423,-17.76,15.28,0.53,-2.13,0.14,-7.18,0.64,1.04,-7.18,9.50,-1.12,49.69,34.80,0.36,-0.49,0.64,-0.47,61.36,0.67,158
1970-01-01 00:00:49.494,-17.21,17.27,0.91,1.56,-9.10,11.10,1.33,1.04,11.10,9.50,11.97,7.27,42.19,0.36,-0.47,0.65,-0.47,61.29,0.61,155
1970-01-01 00:00:49.564,-17.88,17.90,0.29,-3.91,-3.35,-4.57,-14.84,6.71,-4.57,-4.16,1.01,55.62,-32.56,0.35,-0.47,0.65,-0.47,61.29,0.73,149
1970-01-01 00:00:49.653,-19.14,19.40,0.00,2.58,1.32,7.53,-8.32,6.71,7.53,-4.16,3.92,3.69,2.01,0.33,-0.47,0.67,-0.47,61.17,0.67,159
1970-01-01 00:00:49.733,-18.76,20.30,-0.31,-5.99,-7.98,-3.39,-15.30,4.07,-3.39,-3.23,-5.26,-10.85,26.86,0.33,-0.47,0.67,-0.48,61.23,0.67,156
1970-01-01 00:00:49.803,-18.46,21.68,-0.39,-26.43,-1.78,-0.82,-7.03,4.07,-0.82,-3.23,7.16,0.34,35.36,0.33,-0.46,0.67,-0.49,61.29,0.67,184
1970-01-01 00:00:49.864,-18.84,22.01,-0.93,-5.40,2.74,-4.08,-16.33,4.07,-4.08,-3.23,-8.73,-22.60,-17.35,0.32,-0.46,0.67,-0.49,61.29,0.49,160
1970-01-01 00:00:49.943,-19.07,22.74,-0.83,6.63,-4.04,3.43,-9.36,6.82,3.43,-0.43,2.80,26.07,34.36,0.32,-0.45,0.67,-0.49,61.29,0.61,155
1970-01-01 00:00:50.013,-18.39,24.03,-0.37,-7.70,-9.02,-3.12,-11.50,6.82,-3.12,-0.43,5.71,-34.02,33.68,0.32,-0.44,0.68,-0.49,61.17,0.67,158
1970-01-01 00:00:50.082,-18.41,24.84,-0.29,10.21,1.32,2.43,-11.54,6.82,2.43,-0.43,1.57,23.16,-18.58,0.31,-0.44,0.68,-0.49,61.29,0.61,158
1970-01-01 00:00:50.154,-17.34,25.44,-0.51,-5.80,-3.54,-4.38,-2.12,2.18,-4.38,-5.18,-2.46,-30.89,18.35,0.31,-0.43,0.68,-0.50,61.23,0.73,151
1970-01-01 00:00:50.223,-17.06,26.97,-0.19,5.89,-3.23,4.58,-10.78,2.18,4.58,-5.18,11.08,7.05,30.55,0.31,-0.42,0.68,-0.51,61.29,0.67,161
1970-01-01 00:00:50.294,-17.35,27.58,-0.37,-22.21,-4.38,-1.24,-8.56,2.72,-1.24,3.84,2.57,-0.67,-8.28,0.31,-0.42,0.69,-0.51,61.29,0.67,159
1970-01-01 00:00:50.363,-17.10,28.62,-0.33,6.25,3.47,4.58,-7.29,2.72,4.58,3.84,-0.90,-7.16,38.16,0.30,-0.41,0.69,-0.51,61.29,0.73,158
1970-01-01 00:00:50.424,-16.53,29.27,0.12,-8.09,-9.68,-3.62,-1.81,2.72,-3.62,3.84,5.71,9.06,1.12,0.30,-0.40,0.69,-0.52,61.29,0.61,157
1970-01-01 00:00:50.494,-16.83,30.84,0.86,12.88,7.95,2.39,-13.23,0.31,2.39,11.88,9.85,-24.62,40.40,0.30,-0.39,0.70,-0.51,61.29,0.67,157
1970-01-01 00:00:50.573,-17.19,32.47,1.09,-15.00,-8.18,-2.16,-12.35,-4.98,-2.16,1.12,4.59,-20.03,-6.04,0.29,-0.38,0.71,-0.51,61.23,0.67,157
1970-01-01 00:00:50.654,-17.04,34.16,1.10,7.72,-4.73,4.43,-7.55,1.19,4.43,-11.45,7.05,38.27,-11.75,0.28,-0.37,0.72,-0.52,61.23,0.67,154
1970-01-01 00:00:50.724,-16.48,35.30,1.30,-30.22,3.05,-1.17,-19.16,1.19,-1.17,-11.45,8.17,-25.51,9.06,0.28,-0.36,0.72,-0.52,61.36,0.61,156
1970-01-01 00:00:50.785,-15.88,36.25,1.25,-13.63,1.71,-2.66,-8.25,1.19,-2.66,-11.45,2.35,-7.72,45.10,0.28,-0.36,0.72,-0.53,61.29,0.73,182
1970-01-01 00:00:50.864,-16.26,37.97,1.57,8.89,-4.80,4.27,-7.29,3.81,4.27,5.46,12.53,27.42,15.33,0.27,-0.35,0.73,-0.53,61.29,0.67,156
1970-01-01 00:00:50.933,-16.10,39.34,1.74,-9.21,2.17,-4.27,-9.51,3.81,-4.27,5.46,5.82,-23.84,41.96,0.26,-0.34,0.73,-0.53,61.11,0.73,157
1970-01-01 00:00:51.004,-16.10,39.34,1.74,15.42,-5.07,2.55,-8.10,2.66,2.55,2.02,12.20,21.93,22.72,0.26,-0.34,0.73,-0.53,61.42,0.61,155
1970-01-01 00:00:51.075,-15.37,41.99,1.88,-5.61,2.89,-7.49,-20.74,2.66,-7.49,2.02,9.18,-0.11,0.90,0.25,-0.32,0.74,-0.54,61.17,0.61,157
1970-01-01 00:00:51.144,-16.21,43.88,1.44,12.37,-3.81,3.55,-8.44,2.66,3.55,2.02,-9.29,-33.01,51.59,0.24,-0.31,0.74,-0.54,61.29,0.61,158
1970-01-01 00:00:51.205,-16.51,44.91,1.35,63.17,-0.63,0.71,-13.23,2.66,0.71,2.02,1.79,-35.25,-2.69,0.23,-0.30,0.75,-0.54,61.42,0.67,157
1970-01-01 00:00:51.285,-17.44,46.97,0.75,-39.04,-4.50,-1.20,-7.55,0.71,-1.20,-2.97,1.79,4.03,36.71,0.22,-0.29,0.75,-0.55,61.29,0.67,155
1970-01-01 00:00:51.354,-17.67,47.99,0.51,-195.02,-1.93,-0.25,-10.01,0.71,-0.25,-2.97,-1.12,-11.53,23.72,0.21,-0.29,0.76,-0.55,61.23,0.73,158
1970-01-01 00:00:51.424,-18.13,49.76,0.67,-24.78,-11.77,-2.01,-10.51,-10.65,-2.01,-0.29,11.64,52.60,-0.34,0.20,-0.28,0.76,-0.55,61.23,0.73,157
1970-01-01 00:00:51.495,-19.43,51.01,0.27,14.87,5.31,3.43,-12.35,2.87,3.43,0.03,-5.15,22.05,36.37,0.19,-0.27,0.77,-0.54,61.23,0.55,156
1970-01-01 00:00:51.564,-18.31,52.18,-0.36,33.56,0.98,1.55,-8.05,2.87,1.55,0.03,-5.15,-64.57,18.02,0.19,-0.26,0.77,-0.56,61.36,0.61,157
1970-01-01 00:00:51.643,-19.23,53.86,-0.75,-68.94,-5.15,-0.78,-9.44,2.87,-0.78,0.03,6.94,19.36,19.02,0.18,-0.25,0.77,-0.56,61.42,0.61,157
1970-01-01 00:00:51.702,-19.23,53.86,-0.75,-313.37,-2.96,-0.17,-12.39,2.87,-0.17,0.03,2.46,-11.53,26.52,0.18,-0.25,0.77,-0.56,61.36,0.67,161
1970-01-01 00:00:51.775,-20.82,55.81,-2.00,12.28,-7.64,4.54,-5.15,4.11,4.54,3.07,3.02,12.76,-0.11,0.16,-0.24,0.78,-0.56,61.17,0.73,155
1970-01-01 00:00:51.855,-21.24,56.92,-2.24,-14.79,0.14,-3.85,-17.29,4.11,-3.85,3.07,-5.26,-13.54,26.07,0.16,-0.24,0.78,-0.56,61.23,0.67,155
1970-01-01 00:00:51.924,-21.24,56.92,-2.24,-10.89,-3.04,-5.23,-12.20,4.11,-5.23,3.07,0.90,26.41,-7.72,0.16,-0.24,0.78,-0.56,61.17,0.67,157
1970-01-01 00:00:51.984,-21.24,56.92,-2.24,-66.24,-0.63,-0.86,-16.07,4.11,-0.86,3.07,14.32,34.47,-3.47,0.16,-0.24,0.78,-0.56,61.11,0.73,154
1970-01-01 00:00:52.065,-19.69,60.63,-2.67,-11.42,-3.62,-5.31,-4.50,3.36,-5.31,-5.04,9.06,-26.75,41.52,0.14,-0.21,0.78,-0.58,61.29,0.67,155
1970-01-01 00:00:52.135,-19.69,60.63,-2.67,20.16,-1.89,3.01,-8.25,3.36,3.01,-5.04,-1.34,-19.14,9.06,0.14,-0.21,0.78,-0.58,61.36,0.67,155
1970-01-01 00:00:52.194,-19.69,60.63,-2.67,15.00,-5.42,4.04,-6.64,3.36,4.04,-5.04,2.91,23.84,-7.39,0.14,-0.21,0.78,-0.58,61.36,0.67,155
1970-01-01 00:00:52.265,-20.54,63.30,-3.58,-195.24,-4.15,-0.32,-14.23,3.36,-0.32,-5.04,-6.15,-6.04,25.51,0.13,-0.19,0.78,-0.58,61.23,0.67,158
1970-01-01 00:00:52.326,-20.75,64.29,-4.62,-29.23,-2.36,-2.20,-7.87,3.36,-2.20,-5.04,-11.86,-25.63,-12.31,0.12,-0.19,0.78,-0.59,61.29,0.67,159
1970-01-01 00:00:52.405,-19.76,65.93,-4.32,21.64,1.25,3.05,-6.14,2.89,3.05,3.83,-5.37,5.71,18.91,0.11,-0.17,0.78,-0.59,61.29,0.67,170
1970-01-01 00:00:52.466,-19.79,66.53,-4.71,-42.90,-4.04,-1.55,-5.68,2.89,-1.55,3.83,-1.23,52.71,0.34,0.11,-0.17,0.78,-0.60,61.11,0.73,167
1970-01-01 00:00:52.545,-19.15,67.62,-3.96,27.79,3.81,2.43,-16.67,1.75,2.43,0.14,-2.91,-21.60,-3.47,0.11,-0.16,0.78,-0.60,61.23,0.67,156
1970-01-01 00:00:52.606,-17.51,69.09,-4.06,-35.09,-3.23,-1.97,-3.96,1.75,-1.97,0.14,1.23,-56.18,17.23,0.10,-0.15,0.77,-0.61,61.29,0.61,156
1970-01-01 00:00:52.686,-17.80,70.48,-3.92,20.79,-2.77,3.39,-10.63,-0.84,3.39,-3.12,3.13,39.50,22.60,0.10,-0.14,0.78,-0.61,61.29,0.67,155
1970-01-01 00:00:52.746,-17.39,72.27,-4.12,411.14,-1.51,0.18,-8.44,-0.84,0.18,-3.12,4.59,-11.86,36.03,0.09,-0.13,0.77,-0.61,61.42,0.79,158
1970-01-01 00:00:52.825,-19.03,74.66,-5.45,14.82,-1.82,5.04,-10.78,-5.68,5.04,3.59,-0.45,19.25,-0.11,0.07,-0.11,0.78,-0.61,61.29,0.67,158
1970-01-01 00:00:52.905,-20.19,76.64,-6.76,356.71,-0.05,0.21,-6.57,1.79,0.21,-4.59,0.56,18.35,19.81,0.06,-0.10,0.78,-0.62,61.29,0.67,156
1970-01-01 00:00:52.966,-20.28,77.95,-6.77,11.59,-7.98,6.73,-4.88,1.79,6.73,-4.59,10.63,25.63,17.12,0.05,-0.09,0.78,-0.62,61.36,0.67,158
1970-01-01 00:00:53.044,-19.38,80.31,-6.64,-467.26,-1.82,-0.17,-10.09,3.81,-0.17,-1.27,-0.45,4.48,17.46,0.04,-0.07,0.78,-0.62,61.23,0.67,155
1970-01-01 00:00:53.115,-21.15,82.23,-7.84,23.18,-3.93,3.55,-9.78,3.81,3.55,-1.27,12.20,11.53,19.58,0.03,-0.06,0.78,-0.62,61.29,0.73,153
1970-01-01 00:00:53.186,-25.41,84.22,-12.59,-23.28,-0.40,-3.62,-6.53,3.81,-3.62,-1.27,0.67,-15.11,45.99,0.02,-0.05,0.78,-0.62,61.36,0.61,157
1970-01-01 00:00:53.255,-34.63,85.78,-22.04,-45.28,0.02,-1.89,-11.23,3.81,-1.89,-1.27,2.69,0.34,29.99,0.01,-0.04,0.78,-0.62,61.17,0.67,157
1970-01-01 00:00:53.316,-45.34,86.78,-33.33,22.97,0.02,3.78,-3.73,3.81,3.78,-1.27,1.01,5.48,16.67,0.00,-0.03,0.78,-0.63,61.17,0.67,159
1970-01-01 00:00:53.395,-88.29,88.57,-75.32,28.70,2.66,3.09,-15.22,1.76,3.09,4.55,0.34,-34.24,28.87,0.01,0.01,-0.78,0.62,61.29,0.67,155
1970-01-01 00:00:53.464,-175.72,87.95,-163.26,10.27,0.48,8.56,-8.98,1.76,8.56,4.55,10.74,4.25,7.72,0.02,-0.01,-0.78,0.63,61.23,0.67,157
1970-01-01 00:00:53.535,-179.12,85.93,-166.03,-301.36,-1.51,-0.29,-9.05,1.87,-0.29,-2.78,-3.25,32.23,31.45,0.03,-0.02,-0.78,0.62,61.29,0.61,156
1970-01-01 00:00:53.605,175.31,84.26,-172.24,-41.16,-1.28,-2.05,-12.16,1.87,-2.05,-2.78,4.36,17.79,33.57,0.04,-0.03,-0.78,0.63,61.36,0.67,161
1970-01-01 00:00:53.666,170.30,82.13,-175.91,77.87,-0.90,1.05,-13.00,1.87,1.05,-2.78,6.71,34.36,8.06,0.05,-0.05,-0.79,0.62,61.29,0.73,155
1970-01-01 00:00:53.745,168.24,80.35,-178.38,-38.52,0.37,-2.09,-8.25,-6.02,-2.09,2.98,12.87,-9.51,47.45,0.05,-0.06,-0.78,0.62,61.23,0.73,157
1970-01-01 00:00:53.816,168.48,78.15,-177.08,4001.52,-2.85,0.02,-9.40,2.60,0.02,-0.24,0.22,-7.72,39.61,0.07,-0.08,-0.79,0.61,61.29,0.67,155
1970-01-01 00:00:53.886,169.42,76.05,-176.81,-23.23,-0.90,-3.27,-16.79,2.60,-3.27,-0.24,3.80,13.76,4.92,0.08,-0.09,-0.78,0.61,61.11,0.61,157
1970-01-01 00:00:53.955,167.49,74.01,-178.91,18.83,-1.24,3.93,-11.62,2.60,3.93,-0.24,12.76,-25.40,60.54,0.09,-0.11,-0.78,0.61,61.29,0.73,156
1970-01-01 00:00:54.026,168.23,71.34,-178.59,24.98,1.17,2.86,-3.00,2.60,2.86,-0.24,-0.78,-7.72,-0.22,0.10,-0.12,-0.77,0.61,61.36,0.67,156
1970-01-01 00:00:54.097,167.67,69.70,-178.94,23.76,-0.17,2.93,-8.98,2.60,2.93,-0.24,9.74,15.00,45.77,0.11,-0.14,-0.77,0.61,61.11,0.73,156
1970-01-01 00:00:54.166,167.65,67.67,-178.74,-36.47,-1.74,-1.86,-10.05,2.60,-1.86,-0.24,0.67,-29.66,47.78,0.12,-0.15,-0.77,0.61,61.17,0.67,159
1970-01-01 00:00:54.236,167.32,65.68,-178.78,9.29,-4.65,7.07,-10.05,1.22,7.07,-5.47,4.59,-20.14,47.56,0.13,-0.16,-0.77,0.60,61.29,0.61,156
1970-01-01 00:00:54.306,167.52,63.27,-178.34,-21.06,-1.55,-3.00,-10.16,1.22,-3.00,-5.47,-0.90,-9.40,49.91,0.15,-0.18,-0.77,0.60,61.29,0.79,158
1970-01-01 00:00:54.376,167.66,61.41,-178.55,-110.72,-2.58,-0.55,-9.97,1.22,-0.55,-5.47,5.82,9.85,12.98,0.16,-0.19,-0.76,0.60,61.29,0.67,158
1970-01-01 00:00:54.445,166.83,59.51,-179.18,-13.70,0.94,-4.34,-10.01,1.22,-4.34,-5.47,9.74,-14.32,19.02,0.16,-0.20,-0.76,0.59,61.42,0.67,155
1970-01-01 00:00:54.516,165.72,57.88,-179.58,9.30,-3.31,6.23,-9.63,-1.50,6.23,0.05,4.70,22.60,53.49,0.17,-0.22,-0.76,0.59,61.42,0.73,156
1970-01-01 00:00:54.587,166.18,55.79,-179.34,8.29,-1.43,6.73,-3.23,2.51,6.73,-1.09,-2.57,-28.98,6.83,0.18,-0.23,-0.76,0.59,61.23,0.79,157
1970-01-01 00:00:54.656,165.89,53.34,-179.02,-15.57,-3.43,-3.43,-17.75,2.51,-3.43,-1.09,4.92,5.48,47.56,0.20,-0.25,-0.75,0.58,61.29,0.61,157
1970-01-01 00:00:54.717,165.62,51.84,-179.52,107.90,0.25,0.48,-4.27,2.51,0.48,-1.09,2.57,-18.80,30.44,0.20,-0.26,-0.75,0.58,61.36,0.61,156
1970-01-01 00:00:54.787,164.74,49.50,-179.74,-63.36,3.89,-0.78,-13.27,-6.13,-0.78,4.50,7.50,-5.26,30.89,0.21,-0.27,-0.75,0.57,61.23,0.73,157
