Timestamp,ax,ay,az,ForwardAccel,LateralAccel,HeaveAccel,ShockPot1,ShockPot2,BrakePressure,qw,qx,qy,qz
24646578,0.64,6.60,-7.45,0.01,-0.20,-0.14,0.61,0.49,-341.45,0.02,0.13,0.92,0.37
24776578,0.57,7.29,-7.26,-0.13,-0.13,-0.54,0.61,0.55,-341.45,0.02,0.13,0.91,0.40
24901578,0.49,7.71,-7.11,0.13,0.02,-0.62,0.61,0.55,-341.45,0.03,0.13,0.89,0.43
25001578,0.57,7.83,-5.34,-0.03,-0.24,0.04,0.61,0.55,-341.45,0.04,0.13,0.87,0.47
25111578,0.45,8.86,-5.65,-0.02,-0.17,-0.39,0.61,0.55,-341.45,0.04,0.13,0.86,0.50
25221578,0.30,8.94,-5.27,-0.17,-0.30,-0.32,0.61,0.61,-341.45,0.05,0.13,0.84,0.52
25326578,0.22,9.13,-4.88,-0.12,0.17,-0.57,0.61,0.55,-341.45,0.06,0.13,0.83,0.54
25441578,0.34,8.94,-3.20,-0.03,-0.23,0.38,0.67,0.55,-341.45,0.06,0.12,0.81,0.56
25541578,0.26,8.90,-3.20,-0.11,-0.34,-0.60,0.61,0.55,-341.45,0.06,0.12,0.81,0.57
25651578,0.30,9.09,-3.58,-0.13,-0.33,-0.24,0.61,0.55,-341.45,0.06,0.13,0.81,0.57
25766578,0.34,9.78,-3.81,0.01,0.21,-0.32,0.61,0.55,-341.45,0.07,0.12,0.80,0.58
25881578,0.30,9.13,-3.54,-0.04,-0.05,-0.59,0.61,0.55,-341.45,0.07,0.13,0.80,0.58
25997117,0.03,9.40,-3.54,0.02,-0.01,-0.31,0.61,0.55,-341.45,0.08,0.13,0.80,0.58
26101578,0.18,9.20,-3.81,0.09,-0.01,-0.13,0.61,0.55,-341.45,0.08,0.13,0.81,0.57
26236578,-0.01,9.28,-3.62,-0.02,-0.08,-0.34,0.61,0.55,-341.45,0.09,0.13,0.80,0.57
26341578,-0.16,9.28,-3.62,0.04,-0.11,-0.37,0.61,0.55,-341.45,0.09,0.13,0.80,0.58
26457882,-0.20,9.51,-3.50,-0.05,0.02,-0.23,0.61,0.55,-341.45,0.10,0.13,0.80,0.58
26566578,-0.12,9.51,-3.20,0.02,-0.07,0.00,0.61,0.55,-341.45,0.09,0.12,0.79,0.59
26696750,-0.05,9.59,-3.24,0.01,-0.00,-0.09,0.61,0.55,-341.45,0.09,0.12,0.79,0.59
26816578,-0.12,9.82,-3.05,-0.21,0.20,0.08,0.61,0.55,-341.45,0.09,0.12,0.79,0.60
26926578,0.14,9.48,-2.55,-0.13,-0.18,-0.13,0.61,0.55,-341.45,0.08,0.12,0.78,0.61
27046933,0.34,9.55,-3.85,-0.07,-0.41,0.54,0.61,0.55,-341.45,0.07,0.12,0.78,0.61
27166578,0.45,9.51,-2.78,0.05,0.01,-0.30,0.61,0.55,-341.45,0.07,0.12,0.78,0.61
27291578,0.41,9.59,-2.51,0.04,0.00,-0.29,0.61,0.55,-341.45,0.07,0.12,0.78,0.61
27426578,0.26,9.09,-0.94,0.08,-0.32,1.33,0.61,0.55,-341.45,0.08,0.11,0.78,0.62
27541578,-0.16,9.82,-2.39,-0.25,-0.11,0.79,0.61,0.55,-339.11,0.07,0.10,0.78,0.61
27681578,0.07,9.86,-2.59,-0.10,0.02,-0.20,0.61,0.55,-341.45,0.07,0.09,0.78,0.62
27801578,0.07,10.09,-3.35,0.02,-0.02,-0.39,0.61,0.55,-341.45,0.07,0.09,0.78,0.62
27936578,0.07,9.79,-2.16,0.11,0.12,0.18,0.61,0.55,-341.45,0.07,0.09,0.78,0.61
28056578,-0.24,9.40,-2.62,0.29,0.54,0.44,0.61,0.55,-341.45,0.07,0.09,0.78,0.62
28181578,-0.09,9.55,-1.44,-0.07,-0.34,0.41,0.61,0.55,-341.45,0.08,0.09,0.76,0.64
28301578,-0.09,9.82,-1.70,0.06,0.18,-0.25,0.55,0.55,-341.45,0.09,0.09,0.75,0.65
28426578,-0.09,9.93,-1.25,0.07,0.16,-0.30,0.61,0.55,-341.45,0.10,0.10,0.73,0.67
28547895,-0.89,10.36,-0.32,-0.57,0.30,-0.39,0.61,0.55,-341.45,0.10,0.09,0.70,0.70
28691578,0.18,9.82,0.79,0.11,-0.09,-0.39,0.61,0.55,-341.45,0.12,0.11,0.66,0.74
28806578,0.26,8.98,2.47,-0.03,-0.58,0.03,0.61,0.55,-341.45,0.11,0.10,0.62,0.77
28946935,0.68,9.55,2.39,0.32,-0.10,-0.50,0.61,0.55,-341.45,0.13,0.11,0.59,0.79
29056578,0.41,9.16,2.78,0.04,0.04,-0.96,0.61,0.55,-341.45,0.14,0.11,0.56,0.81
29186578,0.49,8.40,3.73,0.54,-0.46,-0.49,0.61,0.55,-341.45,0.15,0.10,0.53,0.83
29306913,-0.51,8.14,4.92,-0.02,-0.86,0.31,0.61,0.55,-341.45,0.17,0.08,0.50,0.84
29426578,-0.39,8.02,4.81,0.00,-0.51,-0.16,0.61,0.55,-341.45,0.19,0.08,0.48,0.85
29546578,-0.54,7.98,5.15,0.18,-0.03,-0.38,0.61,0.61,-341.45,0.21,0.07,0.46,0.86
29681578,-0.73,7.94,5.34,0.14,-0.24,-0.27,0.61,0.55,-341.45,0.21,0.07,0.46,0.86
29817029,-0.58,7.71,5.57,0.11,-0.43,0.16,0.61,0.55,-341.45,0.22,0.07,0.46,0.86
29931578,-0.54,7.33,6.76,0.19,-0.69,1.11,0.61,0.55,-341.45,0.22,0.07,0.45,0.86
30056578,-0.58,7.25,6.53,-0.04,-0.46,0.72,0.61,0.55,-341.45,0.21,0.07,0.43,0.87
30177109,-0.58,5.57,8.98,-0.40,-1.57,4.10,0.61,0.55,-341.45,0.21,0.06,0.38,0.90
30271578,-0.20,5.61,7.38,0.27,-1.66,0.92,0.61,0.55,-341.45,0.19,0.04,0.34,0.92
30401578,-0.51,7.75,2.70,0.02,0.78,-1.36,0.61,0.55,-341.45,0.17,0.04,0.31,0.93
30516578,0.18,3.77,8.45,0.02,-0.64,0.42,0.61,0.55,-343.79,0.18,0.06,0.25,0.95
30631578,0.80,3.08,9.17,0.20,-0.67,0.24,0.61,0.55,-341.45,0.16,0.07,0.19,0.97
30757098,1.03,2.89,9.67,0.04,-0.28,0.34,0.61,0.55,-341.45,0.15,0.07,0.15,0.98
30856578,0.95,2.12,9.52,-0.03,0.14,0.10,0.61,0.55,-341.45,0.13,0.07,0.11,0.98
30961578,1.14,1.09,9.68,0.16,-0.20,0.07,0.61,0.55,-341.45,0.12,0.07,0.08,0.99
31096578,1.18,0.89,9.86,0.12,-0.23,0.05,0.61,0.55,-341.45,0.11,0.06,0.06,0.99
31211578,1.03,0.24,9.21,-0.08,-0.23,-0.00,0.61,0.55,-341.45,0.09,0.06,0.04,0.99
31326578,1.14,0.28,9.68,-0.06,-0.52,-0.00,0.61,0.55,-341.45,0.08,0.06,0.02,0.99
31431578,1.18,0.78,9.52,-0.25,-0.05,-0.46,0.61,0.55,-341.45,0.08,0.07,0.02,0.99
31557106,1.18,-0.06,9.86,-0.02,-0.52,0.11,0.61,0.55,-341.45,0.08,0.07,0.01,0.99
31681578,0.91,0.05,9.75,-0.26,-0.25,-0.44,0.61,0.55,-339.11,0.09,0.05,0.01,0.99
31821578,1.18,-0.33,10.32,0.49,-0.23,1.10,0.61,0.49,-341.45,0.11,0.05,0.00,0.99
31936578,1.33,-0.75,9.52,0.57,-1.29,0.98,0.61,0.55,-341.45,0.12,0.05,-0.02,0.99
32066578,0.41,-2.09,9.63,-0.24,-1.57,-0.37,0.61,0.55,-341.45,0.14,0.02,-0.04,0.99
32196578,0.41,-1.14,10.05,-0.02,-0.44,0.25,0.61,0.49,-341.45,0.15,0.01,-0.04,0.99
32321578,0.26,-0.75,9.68,-0.05,-0.11,0.01,0.61,0.55,-341.45,0.15,0.01,-0.03,0.99
32441578,0.18,-0.98,9.75,-0.15,-0.23,0.10,0.61,0.55,-341.45,0.15,0.01,-0.04,0.99
32576578,0.26,-1.10,9.68,-0.02,-0.24,0.10,0.61,0.55,-341.45,0.15,0.01,-0.04,0.99
32696578,0.26,-0.75,9.82,-0.00,0.13,0.16,0.61,0.55,-341.45,0.16,0.01,-0.04,0.99
32836578,0.30,-0.95,9.44,0.05,0.01,-0.15,0.55,0.55,-341.45,0.16,0.01,-0.04,0.99
32956578,0.30,-0.91,9.67,0.10,0.18,-0.01,0.61,0.55,-343.79,0.16,0.01,-0.05,0.99
33066578,0.26,-1.02,9.55,0.02,-0.09,-0.07,0.61,0.55,-341.45,0.16,0.01,-0.05,0.99
33186902,0.30,-0.98,9.60,-0.05,-0.03,-0.03,0.61,0.55,-341.45,0.16,0.01,-0.05,0.99
33316578,0.41,-0.98,9.48,0.01,-0.09,0.09,0.61,0.55,-341.45,0.16,0.01,-0.05,0.99
33426578,0.45,-0.98,9.63,0.07,-0.08,0.01,0.61,0.55,-341.45,0.16,0.01,-0.05,0.99
33556578,0.34,-0.98,9.75,-0.02,0.00,0.05,0.61,0.55,-341.45,0.16,0.01,-0.05,0.99
33666578,0.53,-0.95,9.60,-0.02,0.00,0.05,0.61,0.55,-339.11,0.16,0.01,-0.05,0.99
33776578,0.57,-0.87,9.79,-0.02,0.00,0.05,0.61,0.55,-341.45,0.16,0.01,-0.05,0.99
33886578,0.26,-0.98,9.60,-0.02,0.00,0.05,0.61,0.55,-341.45,0.16,0.02,-0.04,0.99
34006578,0.95,-0.03,9.13,0.39,0.32,-0.24,0.61,0.55,-341.45,0.15,0.03,-0.03,0.99
34111578,0.14,-0.68,9.33,0.39,0.32,-0.24,0.55,0.55,-341.45,0.15,0.02,-0.03,0.99
34226578,0.68,-0.64,9.21,1.11,0.31,-0.48,0.61,0.49,-341.45,0.15,0.01,-0.04,0.99
34346578,0.57,-0.64,12.86,-1.75,-0.02,0.04,0.73,0.55,-341.45,0.15,0.03,-0.06,0.99
34456913,-1.81,-0.52,7.48,3.72,6.33,3.30,0.67,0.61,-341.45,0.11,0.04,-0.00,0.99
34571578,-0.16,-1.02,7.56,1.16,0.26,0.89,0.61,0.55,-341.45,0.16,0.04,-0.03,0.99
34691578,2.41,-0.56,11.59,0.93,0.76,0.51,0.61,0.55,-341.45,0.16,0.06,-0.06,0.98
34806578,2.64,0.17,10.21,-0.73,1.08,-0.04,0.61,0.55,-341.45,0.21,0.03,-0.08,0.97
34916578,2.10,-3.70,8.79,1.86,-1.57,-1.27,0.61,0.55,-343.79,0.28,0.02,-0.09,0.96
35031578,2.90,-4.93,12.16,2.08,-1.95,6.32,0.61,0.55,-341.45,0.27,-0.00,-0.19,0.94
35161578,0.14,-3.74,8.53,0.10,-0.35,0.66,0.61,0.55,-341.45,0.37,-0.04,-0.14,0.92
