Timestamp,ax,ay,az,qw,qx,qy,qz
31497011,0.34,0.62,-10.05,0.02,-0.08,-1.00,-0.02
31582011,0.26,0.59,-10.06,0.01,-0.08,-1.00,-0.02
31667011,0.88,0.37,-9.68,0.01,-0.08,-1.00,-0.03
31747011,0.84,0.52,-9.80,0.01,-0.08,-1.00,-0.03
31827011,0.88,0.48,-9.64,0.01,-0.08,-1.00,-0.03
31907011,0.88,0.56,-9.84,0.02,-0.08,-1.00,-0.03
31992303,0.88,0.52,-9.76,0.02,-0.08,-1.00,-0.03
32072011,0.91,0.52,-9.84,0.03,-0.08,-1.00,-0.03
32152011,0.84,0.37,-9.80,0.03,-0.08,-1.00,-0.03
32242011,0.88,0.60,-9.76,0.03,-0.08,-1.00,-0.03
32312011,0.88,0.60,-9.76,0.03,-0.08,-1.00,-0.04
32397011,0.84,0.60,-9.68,0.03,-0.08,-1.00,-0.04
32472011,0.88,0.60,-9.84,0.03,-0.08,-1.00,-0.04
32547011,0.80,0.60,-9.80,0.03,-0.08,-1.00,-0.04
32627011,0.88,0.60,-9.64,0.03,-0.08,-1.00,-0.03
32707011,0.84,0.68,-9.84,0.03,-0.08,-1.00,-0.03
32792011,0.84,0.64,-9.92,0.03,-0.08,-1.00,-0.03
32867011,0.80,0.71,-9.80,0.03,-0.08,-1.00,-0.04
32947011,0.76,0.75,-9.57,0.03,-0.08,-1.00,-0.04
33032011,0.80,1.18,-10.11,0.04,-0.08,-0.99,-0.06
33112011,0.84,1.71,-9.91,0.03,-0.08,-0.99,-0.07
33197011,0.65,1.82,-9.60,0.02,-0.08,-0.99,-0.11
33282011,0.57,2.71,-9.41,0.02,-0.07,-0.99,-0.14
33362011,0.46,3.47,-9.60,0.01,-0.07,-0.98,-0.17
33442011,0.42,3.55,-8.96,0.00,-0.07,-0.98,-0.19
33527011,0.30,4.20,-8.80,0.01,0.07,0.97,0.23
33607011,0.19,4.77,-8.73,0.01,0.07,0.97,0.25
33687011,0.23,5.31,-8.88,0.02,0.07,0.96,0.27
33772319,0.15,5.73,-7.92,0.03,0.08,0.95,0.31
33847011,0.11,6.08,-7.42,0.03,0.08,0.94,0.34
33932011,0.04,6.46,-6.96,0.03,0.08,0.92,0.37
34012011,-0.04,7.34,-7.12,0.04,0.08,0.91,0.40
34092011,-0.04,7.84,-6.77,0.04,0.08,0.90,0.42
34177011,-0.12,7.88,-6.00,0.05,0.07,0.89,0.45
34252011,-0.23,8.22,-5.55,0.05,0.07,0.88,0.47
34332011,-0.23,8.53,-5.20,0.06,0.07,0.86,0.49
34407011,-0.31,8.68,-4.74,0.07,0.07,0.85,0.52
34492011,-0.50,8.98,-4.13,0.08,0.07,0.83,0.54
34572011,-0.70,9.18,-3.86,0.09,0.07,0.82,0.56
34642011,-0.66,8.95,-2.75,0.09,0.07,0.81,0.58
34722341,-0.66,9.03,-2.25,0.09,0.07,0.80,0.59
34807011,-0.54,9.30,-2.63,0.09,0.08,0.79,0.60
34887011,-0.50,9.75,-3.75,0.09,0.08,0.79,0.60
34972011,-0.39,9.45,-2.71,0.09,0.07,0.79,0.60
35052011,-0.58,9.18,-2.21,0.09,0.07,0.79,0.60
35132011,-0.54,9.10,-2.79,0.09,0.07,0.79,0.60
35217011,-0.58,9.14,-2.37,0.09,0.07,0.79,0.60
35302011,-0.62,10.10,-2.90,0.09,0.07,0.79,0.60
35387011,-0.73,9.37,-2.67,0.09,0.06,0.79,0.60
35467011,-0.77,9.02,-2.44,0.09,0.06,0.79,0.60
35547011,-0.50,9.98,-2.79,0.09,0.07,0.79,0.60
35632011,-0.77,9.33,-2.90,0.09,0.07,0.79,0.60
35707011,-0.77,9.18,-2.37,0.10,0.07,0.79,0.60
35787011,-0.66,9.48,-3.17,0.09,0.07,0.79,0.60
35862011,-0.73,9.41,-2.86,0.09,0.07,0.79,0.60
35942011,-0.39,9.02,-2.06,0.09,0.07,0.79,0.60
36017011,-0.73,9.83,-3.21,0.09,0.07,0.79,0.60
36092011,-0.54,9.41,-3.02,0.08,0.06,0.79,0.60
36167011,-0.58,9.41,-2.52,0.08,0.06,0.79,0.60
36252011,-0.62,9.30,-2.86,0.08,0.06,0.79,0.60
36332011,-0.77,9.45,-2.90,0.08,0.06,0.79,0.60
36407011,-0.35,9.30,-2.48,0.08,0.06,0.79,0.60
36482011,-0.50,9.26,-2.67,0.07,0.05,0.79,0.60
36557011,-0.39,9.37,-2.37,0.07,0.05,0.79,0.61
36632011,-0.35,9.71,-2.90,0.06,0.05,0.79,0.61
36707011,-0.46,9.33,-2.71,0.06,0.04,0.79,0.61
36782011,-0.43,9.22,-2.44,0.06,0.04,0.79,0.61
36862011,-0.43,9.53,-2.63,0.05,0.04,0.79,0.61
36942011,-0.35,9.48,-2.71,0.05,0.03,0.79,0.61
37022011,-0.49,9.22,-2.71,0.05,0.03,0.79,0.61
37097011,-0.38,9.45,-2.79,0.04,0.03,0.79,0.61
37167011,-0.42,9.45,-2.52,0.04,0.02,0.79,0.61
37242011,-0.42,9.34,-2.44,0.04,0.02,0.79,0.61
37317011,-0.46,9.38,-2.60,0.04,0.02,0.79,0.61
37382011,-0.49,9.38,-2.79,0.03,0.02,0.79,0.61
37457011,-0.34,9.34,-2.56,0.03,0.02,0.79,0.61
37527011,-0.34,9.60,-2.37,0.03,0.02,0.79,0.61
37602011,-0.19,9.53,-2.83,0.03,0.01,0.79,0.61
37677011,-0.38,9.64,-2.75,0.03,0.01,0.79,0.61
37747011,-0.23,9.38,-2.41,0.03,0.01,0.79,0.61
37822011,-0.38,9.64,-2.90,0.03,0.01,0.79,0.61
37902011,-0.38,9.34,-2.44,0.03,0.01,0.79,0.62
37982011,-0.15,9.57,-2.37,0.03,0.02,0.78,0.62
38057011,-0.19,9.64,-1.60,0.03,0.01,0.78,0.63
38142011,-0.15,9.92,-1.87,0.02,0.01,0.77,0.63
38207011,-0.27,9.60,-1.83,0.02,0.01,0.77,0.64
38282011,-0.11,9.64,-1.95,0.02,0.01,0.77,0.64
38357011,-0.11,9.80,-1.95,0.02,0.01,0.77,0.64
38432292,-0.11,9.56,-1.41,0.02,0.01,0.76,0.65
38507011,-0.19,9.57,-1.75,0.02,0.01,0.76,0.65
38577011,-0.15,9.53,-1.41,0.02,0.01,0.76,0.65
38652011,-0.07,9.92,-1.68,0.02,0.01,0.76,0.65
38717011,-0.27,9.76,-1.87,0.02,0.01,0.76,0.65
38787011,-0.04,9.57,-1.25,0.02,0.01,0.75,0.66
38862011,-0.15,9.68,-1.29,0.02,0.02,0.75,0.66
38937011,0.00,9.72,-1.29,0.02,0.02,0.75,0.66
39002011,-0.19,9.84,-1.33,0.02,0.02,0.75,0.66
39072011,-0.11,9.72,-1.22,0.03,0.02,0.74,0.67
39147011,-0.23,10.03,-1.14,0.03,0.02,0.74,0.67
39212011,0.04,9.60,-0.64,0.04,0.02,0.73,0.69
39287011,-0.99,10.56,-0.14,0.04,0.01,0.71,0.70
39357011,-0.95,10.02,0.73,0.06,0.02,0.69,0.72
39427011,-0.19,9.34,0.93,0.06,0.03,0.68,0.73
39507011,0.23,9.07,1.12,0.07,0.04,0.65,0.75
39577011,0.16,8.92,1.35,0.08,0.03,0.64,0.76
39647011,0.23,9.41,1.23,0.07,0.03,0.63,0.77
39722011,-0.34,9.18,3.11,0.07,0.03,0.61,0.78
39792011,-0.19,9.00,2.42,0.09,0.04,0.60,0.80
39867011,-0.65,9.11,2.92,0.09,0.03,0.58,0.81
39932011,0.70,9.00,2.65,0.09,0.03,0.55,0.83
40007011,-0.88,7.35,5.75,0.10,0.02,0.52,0.85
40077011,-1.11,9.04,5.22,0.11,0.04,0.50,0.86
40147011,0.12,7.80,6.06,0.12,0.05,0.49,0.86
40212011,0.16,8.04,4.91,0.12,0.05,0.48,0.87
40292011,0.04,7.65,5.03,0.12,0.05,0.47,0.87
40367011,0.39,7.93,5.87,0.12,0.06,0.46,0.88
40432011,-0.34,7.73,6.45,0.12,0.05,0.45,0.88
40502011,-0.53,7.73,5.52,0.12,0.03,0.45,0.89
40582011,-0.72,6.54,6.75,0.12,0.01,0.44,0.89
40652511,-0.84,8.88,4.87,0.12,-0.00,0.43,0.89
40722011,-1.45,7.34,6.06,0.15,0.01,0.41,0.90
40797011,-1.53,7.19,7.98,0.17,0.01,0.38,0.91
40862011,-0.76,6.08,7.78,0.20,-0.01,0.37,0.91
40927011,-1.57,6.00,6.90,0.21,-0.03,0.35,0.91
40992011,-1.80,4.97,7.71,0.22,-0.03,0.32,0.92
41057011,-2.41,5.28,8.16,0.22,-0.03,0.29,0.93
41122011,-1.61,4.13,8.24,0.22,-0.02,0.27,0.94
41192011,-1.80,2.14,6.48,0.22,-0.02,0.24,0.95
41257011,0.73,2.90,11.38,0.23,0.04,0.18,0.96
41327011,0.39,3.55,8.05,0.22,0.05,0.16,0.96
41387011,1.08,2.41,10.50,0.22,0.07,0.14,0.96
41457011,2.46,-0.85,19.13,0.22,0.08,0.13,0.96
41532011,0.81,1.71,8.86,0.21,0.07,0.13,0.97
41597011,2.95,5.28,8.85,0.19,0.08,0.12,0.97
41662011,0.43,2.02,8.13,0.19,0.09,0.11,0.97
41727011,1.23,1.41,9.63,0.19,0.08,0.11,0.97
41802011,0.70,2.14,9.51,0.19,0.08,0.10,0.97
41877011,1.50,1.41,9.77,0.19,0.09,0.07,0.98
41947011,1.27,0.80,10.31,0.18,0.09,0.05,0.98
42017011,2.04,0.26,9.77,0.17,0.09,0.03,0.98
42082011,1.19,0.49,9.43,0.17,0.08,0.02,0.98
42152011,1.38,0.49,10.01,0.16,0.07,0.01,0.98
42222559,0.85,-0.66,9.81,0.15,0.05,-0.02,0.99
42292011,0.81,-1.08,9.77,0.15,0.04,-0.03,0.99
42367011,0.66,-1.04,9.97,0.14,0.03,-0.04,0.99
42442011,0.12,-1.04,9.73,0.13,0.02,-0.04,0.99
42502011,0.43,-1.16,9.86,0.12,0.01,-0.05,0.99
42572011,0.27,-1.27,9.78,0.11,0.01,-0.06,0.99
42642011,0.23,-1.04,9.77,0.10,0.02,-0.06,0.99
42717011,0.58,-1.73,10.01,0.10,0.01,-0.08,0.99
42787011,0.20,-1.54,9.43,0.10,0.00,-0.08,0.99
42862011,0.27,-1.58,9.81,0.09,-0.00,-0.09,0.99
42937011,0.16,-1.96,9.70,0.09,0.00,-0.09,0.99
43022261,-0.04,-2.12,9.89,0.09,0.00,-0.10,0.99
43087011,0.23,-2.12,9.55,0.09,0.00,-0.10,0.99
43152011,0.27,-1.96,9.47,0.09,-0.00,-0.11,0.99
43227011,0.08,-2.46,9.43,0.09,-0.00,-0.12,0.99
43297011,0.58,-2.31,9.78,0.09,0.01,-0.13,0.99
43362011,0.39,-2.50,9.77,0.09,0.01,-0.13,0.99
43427011,0.43,-2.77,9.63,0.10,0.01,-0.14,0.99
43492011,0.43,-3.00,9.35,0.10,0.01,-0.14,0.98
43562011,0.31,-2.84,9.43,0.10,0.01,-0.14,0.98
43632011,0.27,-2.80,9.55,0.10,0.00,-0.14,0.98
43712011,0.31,-2.84,9.59,0.11,0.00,-0.14,0.98
43777011,0.23,-2.46,9.66,0.11,-0.00,-0.13,0.99
43847011,0.08,-2.42,9.59,0.11,-0.01,-0.13,0.99
43917011,0.12,-2.15,9.74,0.11,-0.01,-0.12,0.99
43992011,0.04,-2.46,9.63,0.12,-0.02,-0.12,0.99
44062011,0.12,-2.42,9.63,0.13,-0.02,-0.12,0.98
44127011,0.08,-2.38,9.66,0.14,-0.02,-0.12,0.98
44202011,0.08,-2.31,9.55,0.14,-0.02,-0.11,0.98
44282025,0.08,-1.89,9.66,0.15,-0.02,-0.11,0.98
44347011,0.04,-1.93,9.89,0.16,-0.02,-0.10,0.98
44422011,0.08,-2.19,9.59,0.17,-0.02,-0.10,0.98
44497011,0.16,-1.96,9.63,0.18,-0.02,-0.10,0.98
44572011,-0.04,-1.85,9.77,0.19,-0.02,-0.09,0.98
44647011,-0.72,-2.38,9.89,0.19,-0.02,-0.09,0.98
44722011,-0.46,-1.04,9.73,0.18,-0.02,-0.07,0.98
44792294,0.00,-0.93,9.66,0.17,-0.02,-0.05,0.98
44867011,-0.19,-0.70,9.89,0.14,-0.03,-0.04,0.99
44942011,0.12,-0.85,9.55,0.14,-0.02,-0.04,0.99
45012011,0.27,-1.00,9.89,0.14,-0.00,-0.04,0.99
45087011,0.04,-0.93,9.47,0.14,-0.00,-0.04,0.99
45162011,0.20,-1.00,10.04,0.14,0.00,-0.05,0.99
45242090,0.27,-1.12,10.20,0.14,0.00,-0.05,0.99
45312187,0.31,-0.70,10.32,0.14,0.00,-0.05,0.99
45387011,-0.88,-0.32,7.36,0.14,-0.01,-0.04,0.99
45467011,1.30,-1.81,12.84,0.14,0.01,-0.06,0.99
45537011,0.66,-0.66,9.59,0.14,0.02,-0.07,0.99
45617011,0.35,-1.23,9.32,0.14,0.02,-0.08,0.99
45692011,0.08,-0.93,9.32,0.15,0.02,-0.08,0.99
45757011,0.04,0.37,9.05,0.18,0.02,-0.09,0.98
45837011,1.38,-1.35,9.82,0.23,0.05,-0.10,0.97
45907011,2.61,-2.77,5.61,0.30,0.08,-0.09,0.95
45972011,6.32,-2.27,8.40,0.28,0.09,-0.12,0.95
46047011,-0.19,-1.77,10.62,0.26,0.03,-0.13,0.96
46122011,0.04,-3.27,9.35,0.23,0.00,-0.13,0.96
46197011,0.77,-1.70,9.36,0.21,-0.01,-0.13,0.97
46267011,1.23,-2.88,9.63,0.21,0.00,-0.13,0.97
46337011,1.50,-1.70,9.70,0.20,0.01,-0.14,0.97
